id,nama
40021,Roti Manis Isi Pisang Coklat
41185,Roti Electro Bake Crushing White BEA1 BW 06 01A 
41015,Roti Roti Roti Tawar Gandum 
39557,Roti Manis Isi Tuna
39567,Roti Manis Isi Vanilla Custard
40409,Roti Electro Bake Crushing White BEC1 BW 02 01 
40735,Roti Manis Isi Abon Sapi
40706,Roti Manis Isi Pisang Keju
40717,Roti Tawar Besar
40508,Roti Manis Isi Kacang Hijau
39750,Roti Roti Roti Tawar Panjang 
40358,Roti Oven Bake Crushing White BOB1 BWNA 
40634,Roti Tawar Besar Open Top
40566,Roti Manis Isi Kopi Krim
41274,Roti Electro Bake Crushing Orange BECB14 BO 02 04D 
40697,Roti manis isi double keju Double Cheese Bun 
40825,Roti Manis Isi Coklat
41182,Roti Manis Melted Cheese
40534,Roti Roti Roti Tawar Loaf 
41103,Roti Tawar Ekonomi
39623,Roti Subway gandum Subway Bread whole wheat 
39844,Roti Electro Bake Crushing Orange BO 02 04F 
39900,Roti Manis Isi Teriyaki
40763,Roti Manis Sobek Chocokaya Big Bun
40653,Roti Tawar Pelangi
40371,Roti Tawar Krim Strawberry 2 3 Slice
40184,Roti Manis Isi Strawberry
41328,Roti Electro Bake Crushing White BW 06 01C 
39700,Roti Pizza Pizza Bun 
40282,Roti Manis Isi Chicken Blackpepper
40596,Roti Manis Isi Kelapa
39613,Roti Manis Isi Super Dark Choco
40070,Roti Manis Choconut Pop
40293,Roti Electro Bake Crushing White BEA2 BW 06 01B 
40016,Roti Manis Isi Sarikaya
41432,Roti Manis Rocky Choco
40035,Roti Electro Bake Crushing Orange BECA16 BO 02 04E 
40418,Roti Roti Roti Tawar 
40267,Roti Manis Choco Vanilla Custard
41261,Roti Oven Bake Crushing White BOA1 BWNR 
40787,Roti Manis Isi Keju
41065,Roti Manis Isi Matcha
39942,Roti Manis Isi Coklat Krim
40839,Roti Manis Isi Blueberry
39709,Roti manis isi triple keju Triple Cheese Bun 
40922,Roti Manis Coating Nut
41221,Roti Manis Milk Meses
40821,Roti Manis Isi Susu
39728,Roti Oven Bake Crushing White BOC1 BWNC 
41402,Roti Electro Bake Crushing White BW 07 04 
40438,Roti Subway Subway Bread 
40597,Roti Manis Isi Coklat Hazelnut
41419,Roti Manis Sobek Choco Big Bun
40748,Roti Tawar Krim Blueberry 2 3 Slice
39891,Roti Oven Bake Crushing Orange BOCB13 BOCB13OT BONA 0102B BONA 0102BOT 
39514,Roti Manis Ayam Rica rica Chicken Rica rica 
40972,Roti manis isi sosis ayam Chicken Sausage Bun 
41454,Roti Manis Triple Cheese
39501,Roti Oven Bake Crushing Orange BOCB11 BONF 
39731,Roti Oven Bake Crushing Orange BOCB21 BONA 
40798,Roti manis isi kacang merah An Pan Red Bun 
40223,Roti Roti Burger Bun
39869,Roti Roti Sandroll Bun
40640,Roti Manis Isi Kacang Merah
40629,Roti Manis Isi Nanas
40654,Roti manis isi Abon Ayam Sweet Abon Chicken Bun 
40300,Roti Tawar Pandan 2 3 Slice
40039,Roti Manis Isi Coklat Kacang
40479,Roti Pizza Sosis Ayam Chicken Sausage Pizza 
40939,Roti Tawar Coklat Hazelnut 2 3 Slice
41035,Roti Manis Sobek Choco Cheese Big Bun
40222,Roti manis isi bakso ayam Chicken Meatball Bun 
40408,Roti manis isi tuna saus bali Tuna Sauce Bali Bun 
40829,Roti Tawar Coklat 2 3 Slice
40496,Roti manis isi sosis daging sapi Beef Sausage Bun 
39916,Roti Tawar Talas 2 3 Slice
39271,Roll Cake Chocolate
39378,Raisin Muffin
38316,Roll Cake isi Whip Cream Tiger Roll Whip Cream 
38914,Roll Cake isi Coklat Tiger Roll Chocolate 
37647,Roll Cake isi Moca Tiger Roll Mocca 
35625,Pillow Sandwich Nanas
35935,Pineapple Cheese Swiss Roll Cake
35538,Pillow Sandwich Blueberry
36158,Pillow Sandwich Sarikaya
36885,Pillow Sandwich Kacang Merah
36687,Pillow Sandwich Vanilla Custard
37427,Pillow Sandwich Milky Cheese
35990,Pillow Sandwich Strawberry
37036,Pillow Sandwich Kacang Hijau
35766,Pillow Sandwich Kelapa
36788,PRIME L Roti Tawar Premium
37452,PRIME L Roti Bagelen dengan Kismis dan Almond
36598,Pillow Sandwich Choco Peanut
32919,Multigrain Roll Bread
32549,Muffin Chocolate
31692,Muffin Banana
33065,Muffin Banana Raisin
31809,Mochi Donut
33155,Muffin Chocolate Raisin
30945,Matcha Swiss Roll Cake
28803,Le Gitt Roti Tawar Premium
29086,Le Gitt Roti Kismis Raisin Bread 
29239,Le Gitt Roti Sobek Isi Coklat dan Keju Choc Cheese 
27576,Le Gitt Roti Pandan Isi Sarikaya
27597,Le Gitt Roti Sandwich Isi Coklat Hazelnut Chocolate Hazelnut 
28860,Le Gitt Roti Manis Isi Coklat Yummy Chocolate 
28332,Le Gitt Roti Manis Isi Peuyeum Keju Peuyeum Cheese 
27948,Lotte Mart French Bread
28577,Le Gitt Roti Tawar Gandum Whole Wheat 
27792,Lotte Mart Roti Tawar Kecil
28547,Le Gitt Roti Isi Pisang Keju Banana Cheese 
29201,Le Gitt Roti Isi Krim Jagung Keju Corn Cheese 
27931,Lotte Mart Roti Sobek Isi Coklat Keju
27811,Le Gitt Roti Sobek Coklat Isi Coklat dengan Coklat Chips Triple Chocolate 
29014,Le Gitt Roti Isi Vanilla Custard
28429,Lotte Mart Roti Tawar Kupas
28174,Le Gitt Roti Sobek Isi Selai 3 Rasa
27625,Le Gitt Roti Tawar Rasa Pandan
27427,Le Gitt Roti Tawar Kupas
28291,Le Gitt Roti Tawar Rasa Pandan Pandan Marble 
28398,Le Gitt Roti Isi Krim Keju Susu Milky Cheese 
27509,Le Gitt Roti Tawar White Fiber Tinggi Serat Sumber Kalsium 
28548,Le Gitt Roti Tawar Isi Abon Sapi Beef Floss 
28779,Le Gitt Roti Daging Sapi Pedas Spicy Beef 
28806,Le Gitt Roti Isi Keju Original Cheese 
27641,Le Gitt Roti Isi Krim Kopi Coffee Cream 
29039,Le Gitt Roti Rasa Butterscotch Karamel
28124,Le Gitt Roti Sobek Isi Coklat Kacang
28244,Le Gitt Roti Tawar Aisha 
28005,Le Gitt Roti Coklat Isi Coklat Double Coklat 
28059,Le Gitt Roti Isi Pisang Coklat Banana Chocolate 
25485,L Choice Dinner Roll
25373,L Choice Roti Bakar
27276,L Choice Roti Tawar Besar
25427,Lapis Talas
26205,L Choice Roti Tawar Marbel
26354,L Choice Roti Tawar Kismis
26864,L Choice Burger
26452,L Choice Roti Tawar Besar Open Top
27093,L Choice Sandroll
25407,L Choice Roti Tawar Pandan
27165,L Choice Roti Tawar Pelangi
25500,L Choice Sweet Baquette
26528,L Choice Roti Tawar Gandum
19816,Green tea Matcha lava
3228,7 Fresh Chocokaya Big Bun
3751,7 Fresh Floss Roll Bread
726,7 Fresh Choco Vanilla Custard
1502,7 Fresh Triple Cheese
881,7 Fresh Choco Cheese Big Bun
3748,7 Fresh Choconut Pop
3313,7 Fresh Choco Big Bun
5892,Bagelen Kotak
5613,Artisan sweet bread frozen dough
6119,Bagelen Garlic Bread
4943,Bagelen Sugar Bread
6718,Batter Muffin Chocolate Raisin
7655,Brioche Non Wijen Tanpa Telur
8086,Batter Muffin Banana Raisin
6520,Brioche Wijen Tanpa Telur
7446,Brioche Non Wijen dengan Telur
6901,Blueberry Strussel Muffin
7246,Brioche Wijen dengan Telur
7927,Brown Toast Roti Tawar Gandum
6800,Brown Bread
8240,Brown Toast Skin Off Roti Tawar Gandum Kupas
7790,Batter Muffin Vanilla
7286,Bridge Roll Bread
9628,Burger Bun CP Wijen
9754,Cake dengan buah Fruit Cake 
8531,Burger Non Wijen
9762,Burger Hitam Wijen
9713,Burger Wijen
9715,Burger Bun CP Non Wijen
9871,Burger Wijen BWSP 
9386,Burger Non Wijen BNSP 
9960,Burger Oatmeal
10008,Burger Merah Non Wijen
8483,Burger hitam non wijen
10213,Burger Wijen Tanpa Pengawet
9740,Burger Non Wijen B6 
9352,Burger Wijen B6 
12537,Choco Cheese Cheddar Muffin
12599,Choco Chips Muffin
10631,Choco Lava
12375,Cheese lava
12687,Dry Breadcrumb Mix Yellow Orange 
13472,Dry Breadcrumb White
12829,Dry Breadcrumb Orange
14456,Dry Breadcrumb Yellow
14840,Econo Breadcrumb White
16189,Econo Breadcrumb Orange
15109,Econo Breadcrumb Yellow
17552,Frozen Sandwich Roti Goreng 
17803,Floss Roll Bread
4851,Agarin Soluble Granula
2828,Agarin 675
4974,Agarin Soluble 835
5003,Agarin Soluble 815
5017,Agarin Soluble 805
4985,Agarin Soluble 825
4961,Agarin Soluble 845
5166,Agarin Granul
5232,Agarin GL
3619,Agarin 1025
3488,Agarin 1065
3077,Agarin 665
752,Agarin 655 Nama Lamanya Agarin 55 
3514,Agarin 1035
3058,Agarin 1075
3007,Agarin 625
3673,Agarin 1005
3474,Agarin 1055
2980,Agarin 605
3543,Agarin 1045
3591,Agarin 1015
3203,Agarin 635 Nama Lamanya Agarin 35 
2336,Agarin 615 Nama Lamanya Agarin 15 
2107,Agarin 645 Nama Lamanya Agarin 45 
39609,SKIMMED OIL RM1 01
39223,ROFANOL 70 75V 34683 24
38042,ROFETAN GTCC Ph Eur USP 38407 11 All Series 
38650,ROFANOL 50 55V 34681 24
39091,ROFACER GTCC 38207 01
39224,ROFANOL 70 75V 34683 23
39222,ROFANOL 70 75V 34683 22
37962,RODALUBE 680 39600 01
39101,ROFANOL 80 85V 34684 02
37988,ROFANOL 90 95V 34685 02
37853,ROMULGIN GTCC 38307 01
38013,ROFANOL 90 95V 34685 24
39193,ROFANOL 70 75V 34683 02 All Series 
38673,ROFANOL 50 55V 34681 02
37995,ROFETAN GTCC 38407 01 All Series 
38119,RODALUBE 380 ISO VG 15 39300 01
38732,ROFANOL 100V 34686 02
38078,ROFANOL 90 95V 34685 31
38826,ROFANOL 60 65V 34682 02
35332,PKFAD Palm Kernel Fatty Acid Distillate R11 01
28247,METHYL ESTER 18 U 5180 01
28817,METHYL ESTER 18 W 5180 02
28022,METHYL ESTER 68 5680 01
27393,METHYL ESTER 18 W 85 5180 03
28011,METHYL ESTER 6 65 5060 01
29170,METHYL ESTER 80 5800 01
26226,LIGHT END FATTY ALCOHOL 1 R35 01
26973,LIGHT END FATTY ALCOHOL 2 R35 02
18568,GTCC 38307 00
15016,ECOROL 8 99 HG 3080 03 All Series 
16109,ECOROL 68 70 3682 01 All Series 
16361,ECOROL 80 3800 01 All Series 
15472,ECOROL 6 3060 01
15886,Ecoric 8 98 1080 02
14222,ECOROL 68 70P 3682 12 All Series 
16587,ECOROL WAX B R35 04
16631,ECOROL 8 98 3080 01 All Series 
12968,ECOROL 16 98 3160 01 All Series 
14054,ECOROL 18 99P HG 3180 13
13710,ECOROL 68 50P 3681 12 All Series 
12858,ECOROL 26 3260 01 All Series 
14064,ECOROL 68 50P 3681 13
13069,ECOROL 68 70N P 3682 13
13094,ECOROL 18 DEO P 3180 15
13338,ECOROL 68 30P 3680 12 All Series 
14524,ECOCEROL 2997 04 All Series 
13498,ECOROL 12 98 3120 01 All Series 
13465,ECOROL 12 99 3120 04 All Series 
1423,ACID OIL A RM1 01
2962,ACID OIL B R13 01
282,ACID OIL D RM2 02
5176,BDAC BB21 R13 01
4809,BDAC XB11 RM2 02
3910,BDFA BB11 R31 01 All Series 
4324,BDME EU R51 02
8119,Bootom Distilled Methyl Ester R51 01
8191,Bottom Distillate Glycerin R21 02
7669,Bottom Distillate Mixture of Fatty Acid Esters and Glycerides RM 03
12397,Crude Glycerin R22 01
13659,ECOROL 24 55 3241 01
13996,ECOROL 68 30 3680 04 All Series 
14366,ECORIC 68 40 1682 01
13202,ECOROL 26 3260 02 All Series 
12784,ECORIC 68 TA 1684 01
13334,ECOROL 68 50P Ph Eur 3681 52
13583,ECOROL 24 3240 01 All Series 
14270,ECOROL 28 3280 01
14166,ECORIC 80 1800 01
14367,ECOROL 24 3240 05 All Series 
12951,ECOROL 68 30 3680 01 All Series 
14700,ECORIC 6 1060 01
12955,ECOROL 18 98 3180 01 All Series 
13254,ECOROL 68 50 3681 01 All Series 
14637,ECOROL 16 98P 3160 12 All Series 
14176,ECOROL 24 3240 04
14231,ECORIC 68 SA 1685 01
14660,ECOROL 18 98P 3180 12 All Series 
13443,ECOROL 16 98P Ph Eur 3160 52 All Series 
12836,ECOROL 10 98 3100 01 All Series 
12979,ECORIC 8 99 1080 01 All Series 
13909,ECORIC 18W 75 1180 01 All Series 
14039,ECORIC 18 65 1182 01
13562,ECOCEROL 2997 03 All Series 
14156,ECORIC 18W 75 1180 02
14271,ECOROL 28 3280 02
14269,ECOROL 18 D P 3180 16
12849,ECORIC 810 1810 01 All Series 
14490,ECORIC 68 10 1683 01
13459,ECOROL 68 30 3680 03 All Series 
14514,ECOROL 14 98 3140 01 All Series 
14134,ECOROL 24 3240 02 All Series 
13972,ECOROL 18 99 HG 3180 04
14049,ECOROL 18 98P Ph Eur 3180 52
14443,ECOROL 02 85 3020 02
13130,ECOROL 68 30P Ph Eur 3680 52 All Series 
14493,ECOROL 02 75 3020 01
14376,ECORIC 18W 80 1181 01 All Series 
12701,ECOROL 18 DEO 3180 05
2891,ARIMURAYA KAMABOKO AKA
2196,ARIMURAYA KAMOBOKO SHIRO
342,ARIMURAYA MIX YASAI BALL
3697,ARIMURAYA JUMBO MARU TEN
3196,ARIMURAYA MINI MARU TEN
798,ARIMURAYA BO KAMABOKO MINI PLAIN
3259,ARIMURAYA EDAMAME TEN
1451,ARIMURAYA MIX YASAI STICK
2751,ARIMURAYA BO TEN
355,ARIMURAYA IMO TEN
3100,ARIMURAYA FRIED FISH CAKE WITH MIX VEGETABLE SATAY
2795,ARIMURAYA GOBO TEN
341,ARIMURAYA TOKUDAI GOBO TEN
1693,ARIMURAYA TOKUDAI MARU TEN
591,ARIMURAYA BOTEN MINI PLAIN
48268,Vertical SP
44258,Staby
44296,Sparrow SP
45336,Spontan 88
43794,Spirax SP
45439,Spontan SP
41846,Silky Puding Cappucino
41913,Silky Puding Mango
42795,Sanaga SP
43016,Silky Puding Pandan
42183,So Bagus OVT
41801,Silky Puding Grape
42127,So Bagus SP
42342,Silky Puding Chocolate
42545,Silky Puding Neutral
43193,Silky Puding Orange
43217,So Bagus TBM
40740,SCS Pandan
41094,SCS Vanilla
39701,SCS Wysmann
36200,Parfait Crumb Softener
34352,Olesa SP
31207,Mentari OVT SPR
31044,Mentari OVT STD
31194,Mentari OVT SPC
28813,Lepatta Real Fruit Kelapa Pandan
27791,Lepatta Tropicana Strawberry 7160
28805,Lepatta Real Bean Mung Bean
